time,trajectory
0.0,0.0
0.02,0.03139525976465669
0.04,0.06266661678215213
0.06,0.0936906572928623
0.08,0.1243449435824274
0.1,0.1545084971874737
0.12,0.18406227634233896
0.14,0.21288964578253636
0.16,0.24087683705085766
0.18,0.26791339748949833
0.2,0.29389262614623657
0.22,0.3187119948743448
0.24,0.3422735529643443
0.26,0.3644843137107058
0.28,0.3852566213878946
0.3,0.4045084971874737
0.32,0.42216396275100754
0.34,0.43815334002193185
0.36,0.4524135262330098
0.38,0.4648882429441257
0.4,0.47552825814757677
0.42,0.48429158056431554
0.44,0.4911436253643443
0.46,0.49605735065723894
0.48,0.4990133642141358
0.5,0.5
0.52,0.4990133642141358
0.54,0.4960573506572389
0.56,0.4911436253643443
0.58,0.4842915805643156
0.6,0.4755282581475768
0.62,0.4648882429441257
0.64,0.45241352623300973
0.66,0.43815334002193174
0.68,0.4221639627510075
0.7000000000000001,0.4045084971874737
0.72,0.3852566213878946
0.74,0.3644843137107057
0.76,0.3422735529643444
0.78,0.31871199487434493
0.8,0.2938926261462366
0.8200000000000001,0.26791339748949833
0.84,0.2408768370508578
0.86,0.21288964578253644
0.88,0.18406227634233907
0.9,0.15450849718747375
0.92,0.12434494358242741
0.9400000000000001,0.09369065729286229
0.96,0.06266661678215227
0.98,0.03139525976465679
1.0,6.123233995736766e-17
1.02,-0.03139525976465667
1.04,-0.06266661678215214
1.06,-0.09369065729286238
1.08,-0.12434494358242751
1.1,-0.15450849718747386
1.12,-0.18406227634233915
1.1400000000000001,-0.21288964578253633
1.16,-0.2408768370508575
1.18,-0.2679133974894982
1.2,-0.2938926261462365
1.22,-0.3187119948743448
1.24,-0.34227355296434436
1.26,-0.36448431371070567
1.28,-0.3852566213878947
1.3,-0.40450849718747367
1.32,-0.42216396275100765
1.34,-0.4381533400219318
1.36,-0.4524135262330099
1.3800000000000001,-0.46488824294412573
1.4000000000000001,-0.47552825814757677
1.42,-0.4842915805643155
1.44,-0.49114362536434436
1.46,-0.4960573506572389
1.48,-0.4990133642141358
1.5,-0.5
1.52,-0.4990133642141358
1.54,-0.49605735065723894
1.56,-0.49114362536434436
1.58,-0.48429158056431554
1.6,-0.4755282581475768
1.62,-0.4648882429441256
1.6400000000000001,-0.4524135262330098
1.6600000000000001,-0.4381533400219317
1.68,-0.42216396275100776
1.7,-0.4045084971874738
1.72,-0.3852566213878948
1.74,-0.3644843137107058
1.76,-0.3422735529643445
1.78,-0.3187119948743448
1.8,-0.2938926261462367
1.82,-0.26791339748949816
1.84,-0.24087683705085766
1.86,-0.2128896457825361
1.8800000000000001,-0.18406227634233893
1.9000000000000001,-0.15450849718747384
1.92,-0.12434494358242767
1.94,-0.09369065729286234
1.96,-0.06266661678215232
1.98,-0.03139525976465663
2.0,-1.2246467991473532e-16
2.02,0.03139525976465639
2.04,0.06266661678215209
2.06,0.0936906572928621
2.08,0.12434494358242744
2.1,0.1545084971874736
2.12,0.1840622763423391
2.14,0.21288964578253627
2.16,0.24087683705085783
2.18,0.26791339748949833
2.2,0.2938926261462368
2.22,0.31871199487434493
2.24,0.34227355296434464
2.2600000000000002,0.36448431371070594
2.2800000000000002,0.3852566213878946
2.3000000000000003,0.4045084971874739
2.32,0.42216396275100737
2.34,0.43815334002193157
2.36,0.4524135262330097
2.38,0.46488824294412556
2.4,0.47552825814757677
2.42,0.4842915805643155
2.44,0.4911436253643443
2.46,0.4960573506572389
2.48,0.4990133642141358
2.5,0.5
2.52,0.4990133642141358
2.54,0.49605735065723894
2.56,0.4911436253643443
2.58,0.48429158056431554
2.6,0.4755282581475768
2.62,0.46488824294412584
2.64,0.4524135262330096
2.66,0.4381533400219317
2.68,0.42216396275100754
2.7,0.40450849718747384
2.72,0.3852566213878943
2.74,0.3644843137107055
2.7600000000000002,0.3422735529643442
2.7800000000000002,0.3187119948743449
2.8000000000000003,0.2938926261462367
2.82,0.2679133974894986
2.84,0.2408768370508581
2.86,0.21288964578253697
2.88,0.184062276342339
2.9,0.1545084971874739
2.92,0.12434494358242774
2.94,0.09369065729286284
2.96,0.06266661678215195
2.98,0.031395259764656694
3.0,1.8369701987210297e-16
3.02,-0.031395259764656326
3.04,-0.06266661678215159
3.06,-0.09369065729286248
3.08,-0.12434494358242738
3.1,-0.15450849718747353
3.12,-0.18406227634233863
3.14,-0.21288964578253664
3.16,-0.24087683705085777
3.18,-0.2679133974894983
3.2,-0.2938926261462364
3.22,-0.31871199487434526
3.24,-0.3422735529643446
3.2600000000000002,-0.3644843137107059
3.2800000000000002,-0.3852566213878946
3.3000000000000003,-0.4045084971874736
3.3200000000000003,-0.4221639627510078
3.34,-0.4381533400219315
3.36,-0.45241352623300946
3.38,-0.4648882429441257
3.4,-0.4755282581475767
3.42,-0.4842915805643155
3.44,-0.49114362536434425
3.46,-0.49605735065723894
3.48,-0.4990133642141358
3.5,-0.5
3.52,-0.4990133642141358
3.54,-0.496057350657239
3.56,-0.4911436253643443
3.58,-0.4842915805643156
3.6,-0.4755282581475769
3.62,-0.46488824294412584
3.64,-0.4524135262330096
3.66,-0.43815334002193174
3.68,-0.42216396275100754
3.7,-0.40450849718747384
3.72,-0.3852566213878943
3.74,-0.36448431371070555
3.7600000000000002,-0.34227355296434425
3.7800000000000002,-0.3187119948743449
3.8000000000000003,-0.29389262614623674
3.8200000000000003,-0.26791339748949794
3.84,-0.24087683705085816
3.86,-0.21288964578253702
3.88,-0.18406227634233904
3.9,-0.15450849718747395
3.92,-0.1243449435824278
3.94,-0.0936906572928629
3.96,-0.062666616782152
3.98,-0.031395259764656756
4.0,-2.4492935982947064e-16
4.0200000000000005,0.03139525976465715
4.04,0.06266661678215152
4.0600000000000005,0.09369065729286243
4.08,0.12434494358242733
4.1,0.15450849718747262
4.12,0.18406227634233857
4.14,0.21288964578253577
4.16,0.24087683705085772
4.18,0.2679133974894975
4.2,0.29389262614623635
4.22,0.31871199487434454
4.24,0.34227355296434453
4.26,0.3644843137107052
4.28,0.38525662138789457
4.3,0.40450849718747356
4.32,0.42216396275100776
4.34,0.4381533400219315
4.36,0.4524135262330098
4.38,0.4648882429441257
4.4,0.475528258147577
4.42,0.4842915805643154
4.44,0.4911436253643444
4.46,0.49605735065723894
4.48,0.49901336421413583
4.5,0.5
4.5200000000000005,0.4990133642141358
4.54,0.496057350657239
4.5600000000000005,0.4911436253643443
4.58,0.4842915805643156
4.6000000000000005,0.4755282581475766
4.62,0.4648882429441259
4.64,0.45241352623301
4.66,0.43815334002193174
4.68,0.4221639627510081
4.7,0.4045084971874739
4.72,0.3852566213878949
4.74,0.3644843137107056
4.76,0.3422735529643449
4.78,0.31871199487434493
4.8,0.2938926261462368
4.82,0.26791339748949794
4.84,0.24087683705085822
4.86,0.21288964578253627
4.88,0.1840622763423391
4.9,0.15450849718747314
4.92,0.12434494358242786
4.94,0.09369065729286209
4.96,0.06266661678215207
4.98,0.03139525976465593
5.0,3.061616997868383e-16
5.0200000000000005,-0.03139525976465709
5.04,-0.06266661678215146
5.0600000000000005,-0.09369065729286236
5.08,-0.12434494358242726
5.1000000000000005,-0.15450849718747425
5.12,-0.18406227634233935
5.14,-0.21288964578253491
5.16,-0.2408768370508577
5.18,-0.2679133974894982
5.2,-0.2938926261462363
5.22,-0.3187119948743445
5.24,-0.34227355296434386
5.26,-0.36448431371070517
5.28,-0.38525662138789507
5.3,-0.404508497187473
5.32,-0.42216396275100776
5.34,-0.4381533400219319
5.36,-0.4524135262330098
5.38,-0.4648882429441257
5.4,-0.4755282581475767
5.42,-0.4842915805643154
5.44,-0.4911436253643445
5.46,-0.4960573506572388
5.48,-0.49901336421413583
5.5,-0.5
5.5200000000000005,-0.4990133642141358
5.54,-0.4960573506572389
5.5600000000000005,-0.49114362536434436
5.58,-0.4842915805643156
5.6000000000000005,-0.4755282581475769
5.62,-0.4648882429441259
5.64,-0.45241352623301007
5.66,-0.43815334002193224
5.68,-0.4221639627510081
5.7,-0.4045084971874734
5.72,-0.3852566213878955
5.74,-0.36448431371070567
5.76,-0.34227355296434436
5.78,-0.318711994874345
5.8,-0.29389262614623685
5.82,-0.2679133974894988
5.84,-0.24087683705085827
5.86,-0.21288964578253552
5.88,-0.18406227634234
5.9,-0.1545084971874732
5.92,-0.12434494358242705
5.94,-0.09369065729286215
5.96,-0.06266661678215213
5.98,-0.031395259764656874
6.0,-3.6739403974420594e-16
6.0200000000000005,0.031395259764657915
6.04,0.06266661678215141
6.0600000000000005,0.09369065729286317
6.08,0.12434494358242634
6.1000000000000005,0.1545084971874742
6.12,0.1840622763423393
6.140000000000001,0.21288964578253647
6.16,0.24087683705085763
6.18,0.26791339748949816
6.2,0.29389262614623624
6.22,0.31871199487434443
6.24,0.3422735529643438
6.26,0.3644843137107051
6.28,0.38525662138789507
6.3,0.40450849718747295
6.32,0.4221639627510077
6.34,0.43815334002193185
6.36,0.45241352623300973
6.38,0.4648882429441256
6.4,0.47552825814757665
6.42,0.4842915805643154
6.44,0.4911436253643445
6.46,0.4960573506572388
6.48,0.49901336421413583
6.5,0.5
6.5200000000000005,0.4990133642141358
6.54,0.4960573506572389
6.5600000000000005,0.49114362536434436
6.58,0.4842915805643156
6.6000000000000005,0.47552825814757693
6.62,0.4648882429441259
6.640000000000001,0.45241352623300934
6.66,0.43815334002193224
6.68,0.42216396275100815
6.7,0.40450849718747345
6.72,0.38525662138789557
6.74,0.36448431371070567
6.76,0.34227355296434436
6.78,0.31871199487434504
6.8,0.2938926261462369
6.82,0.26791339748949883
6.84,0.24087683705085833
6.86,0.21288964578253558
6.88,0.18406227634234004
6.9,0.15450849718747328
6.92,0.12434494358242712
6.94,0.0936906572928622
6.96,0.0626666167821522
6.98,0.03139525976465694
7.0,4.286263797015736e-16
7.0200000000000005,-0.03139525976465785
7.04,-0.06266661678215134
7.0600000000000005,-0.09369065729286312
7.08,-0.12434494358242629
7.1000000000000005,-0.15450849718747414
7.12,-0.18406227634233924
7.140000000000001,-0.2128896457825364
7.16,-0.24087683705085758
7.18,-0.2679133974894981
7.2,-0.29389262614623624
7.22,-0.3187119948743444
7.24,-0.34227355296434375
7.26,-0.36448431371070505
7.28,-0.385256621387895
7.3,-0.40450849718747295
7.32,-0.42216396275100765
7.34,-0.43815334002193185
7.36,-0.45241352623300973
7.38,-0.4648882429441256
7.4,-0.47552825814757665
7.42,-0.4842915805643154
7.44,-0.4911436253643445
7.46,-0.49605735065723877
7.48,-0.49901336421413583
7.5,-0.5
7.5200000000000005,-0.4990133642141358
7.54,-0.4960573506572389
7.5600000000000005,-0.49114362536434436
7.58,-0.48429158056431565
7.6000000000000005,-0.47552825814757693
7.62,-0.46488824294412595
7.640000000000001,-0.45241352623300934
7.66,-0.4381533400219323
7.68,-0.4221639627510082
7.7,-0.40450849718747345
7.72,-0.3852566213878956
7.74,-0.3644843137107057
7.76,-0.3422735529643444
7.78,-0.3187119948743451
7.8,-0.29389262614623696
7.82,-0.2679133974894989
7.84,-0.24087683705085838
7.86,-0.21288964578253564
7.88,-0.1840622763423401
7.9,-0.15450849718747334
7.92,-0.12434494358242718
7.94,-0.09369065729286227
7.96,-0.06266661678215225
7.98,-0.031395259764657
8.0,-4.898587196589413e-16
8.02,0.03139525976465602
8.040000000000001,0.06266661678215305
8.06,0.09369065729286305
8.08,0.12434494358242623
8.1,0.1545084971874724
8.120000000000001,0.18406227634233918
8.14,0.21288964578253636
8.16,0.24087683705085752
8.18,0.26791339748949805
8.2,0.29389262614623474
8.22,0.3187119948743457
8.24,0.3422735529643437
8.26,0.36448431371070505
8.28,0.38525662138789385
8.3,0.40450849718747395
8.32,0.42216396275100765
8.34,0.4381533400219318
8.36,0.45241352623300896
8.38,0.46488824294412623
8.4,0.47552825814757665
8.42,0.48429158056431537
8.44,0.4911436253643442
8.46,0.496057350657239
8.48,0.49901336421413583
8.5,0.5
8.52,0.4990133642141359
8.540000000000001,0.4960573506572387
8.56,0.49114362536434436
8.58,0.48429158056431565
8.6,0.47552825814757693
8.620000000000001,0.4648882429441253
8.64,0.4524135262330094
8.66,0.4381533400219323
8.68,0.4221639627510082
8.700000000000001,0.4045084971874735
8.72,0.3852566213878945
8.74,0.3644843137107058
8.76,0.3422735529643445
8.78,0.3187119948743465
8.8,0.29389262614623557
8.82,0.26791339748949894
8.84,0.24087683705085844
8.86,0.2128896457825373
8.88,0.1840622763423385
8.9,0.1545084971874734
8.92,0.12434494358242723
8.94,0.09369065729286408
8.96,0.06266661678215055
8.98,0.03139525976465706
9.0,5.51091059616309e-16
9.02,-0.03139525976465596
9.040000000000001,-0.06266661678215299
9.06,-0.093690657292863
9.08,-0.12434494358242616
9.1,-0.15450849718747234
9.120000000000001,-0.18406227634233913
9.14,-0.2128896457825363
9.16,-0.24087683705085747
9.18,-0.267913397489498
9.200000000000001,-0.29389262614623757
9.22,-0.31871199487434565
9.24,-0.34227355296434364
9.26,-0.364484313710705
9.28,-0.3852566213878938
9.3,-0.4045084971874739
9.32,-0.4221639627510076
9.34,-0.4381533400219318
9.36,-0.4524135262330089
9.38,-0.46488824294412623
9.4,-0.4755282581475766
9.42,-0.48429158056431537
9.44,-0.49114362536434414
9.46,-0.496057350657239
9.48,-0.49901336421413583
9.5,-0.5
9.52,-0.4990133642141359
9.540000000000001,-0.4960573506572387
9.56,-0.49114362536434436
9.58,-0.48429158056431565
9.6,-0.475528258147577
9.620000000000001,-0.46488824294412534
9.64,-0.4524135262330094
9.66,-0.43815334002193235
9.68,-0.42216396275100826
9.700000000000001,-0.40450849718747356
9.72,-0.3852566213878945
9.74,-0.36448431371070583
9.76,-0.34227355296434453
9.78,-0.31871199487434654
9.8,-0.2938926261462356
9.82,-0.267913397489499
9.84,-0.2408768370508585
9.86,-0.21288964578253736
9.88,-0.18406227634233854
9.9,-0.15450849718747345
9.92,-0.1243449435824273
9.94,-0.09369065729286413
9.96,-0.06266661678215062
9.98,-0.031395259764657124
10.0,-6.123233995736766e-16
10.02,0.031395259764655896
10.040000000000001,0.06266661678215292
10.06,0.09369065729286294
10.08,0.1243449435824261
10.1,0.15450849718747228
10.120000000000001,0.18406227634233907
10.14,0.21288964578253625
10.16,0.2408768370508574
10.18,0.26791339748949794
10.200000000000001,0.2938926261462375
10.22,0.31871199487434426
10.24,0.3422735529643449
10.26,0.36448431371070494
10.28,0.38525662138789263
10.3,0.4045084971874749
10.32,0.4221639627510076
10.34,0.4381533400219309
10.36,0.4524135262330096
10.38,0.4648882429441262
10.4,0.4755282581475766
10.42,0.4842915805643158
10.44,0.49114362536434414
10.46,0.496057350657239
10.48,0.49901336421413567
10.5,0.5
10.52,0.4990133642141359
10.540000000000001,0.49605735065723894
10.56,0.4911436253643441
10.58,0.48429158056431565
10.6,0.47552825814757754
10.620000000000001,0.464888242944126
10.64,0.45241352623300946
10.66,0.43815334002193235
10.68,0.4221639627510073
10.700000000000001,0.40450849718747256
10.72,0.38525662138789457
10.74,0.36448431371070705
10.76,0.3422735529643446
10.78,0.3187119948743466
10.8,0.2938926261462371
10.82,0.2679133974894975
10.84,0.24087683705085852
10.86,0.21288964578253902
10.88,0.18406227634233696
10.9,0.1545084971874735
10.92,0.12434494358242908
10.94,0.09369065729286245
10.96,0.06266661678215067
10.98,0.03139525976465718
11.0,2.4499125789312946e-15
11.02,-0.03139525976465584
11.040000000000001,-0.06266661678215286
11.06,-0.09369065729286112
11.08,-0.12434494358242777
11.1,-0.15450849718747223
11.120000000000001,-0.18406227634233902
11.14,-0.2128896457825378
11.16,-0.24087683705085736
11.18,-0.2679133974894964
11.200000000000001,-0.293892626146236
11.22,-0.31871199487434554
11.24,-0.3422735529643436
11.26,-0.36448431371070616
11.28,-0.38525662138789374
11.3,-0.40450849718747384
11.32,-0.4221639627510066
11.34,-0.43815334002193174
11.36,-0.45241352623300884
11.38,-0.4648882429441255
11.4,-0.4755282581475771
11.42,-0.4842915805643153
11.44,-0.4911436253643438
11.46,-0.4960573506572392
11.48,-0.4990133642141358
11.5,-0.5
11.52,-0.4990133642141358
11.540000000000001,-0.4960573506572387
11.56,-0.4911436253643444
11.58,-0.48429158056431615
11.6,-0.475528258147577
11.620000000000001,-0.4648882429441254
11.64,-0.45241352623301023
11.66,-0.4381533400219315
11.68,-0.4221639627510083
11.700000000000001,-0.4045084971874736
11.72,-0.3852566213878935
11.74,-0.3644843137107059
11.76,-0.3422735529643459
11.78,-0.31871199487434526
11.8,-0.29389262614623574
11.82,-0.26791339748949905
11.84,-0.24087683705085702
11.86,-0.21288964578253747
11.88,-0.18406227634233865
11.9,-0.15450849718747525
11.92,-0.12434494358242741
11.94,-0.09369065729286426
11.96,-0.0626666167821525
11.98,-0.03139525976465547
12.0,-7.347880794884119e-16
12.02,0.031395259764654
12.040000000000001,0.06266661678215456
12.06,0.09369065729286281
12.08,0.12434494358242598
12.1,0.15450849718747386
12.120000000000001,0.1840622763423406
12.14,0.21288964578253614
12.16,0.24087683705085575
12.18,0.26791339748949783
12.200000000000001,0.2938926261462374
12.22,0.31871199487434415
12.24,0.3422735529643448
12.26,0.3644843137107049
12.280000000000001,0.38525662138789485
12.3,0.40450849718747484
12.32,0.42216396275100754
12.34,0.43815334002193085
12.36,0.45241352623300957
12.38,0.4648882429441261
12.4,0.47552825814757654
12.42,0.48429158056431576
12.44,0.49114362536434414
12.46,0.496057350657239
12.48,0.49901336421413567
12.5,0.5
12.52,0.4990133642141359
12.540000000000001,0.49605735065723894
12.56,0.4911436253643441
12.58,0.4842915805643157
12.6,0.4755282581475776
12.620000000000001,0.46488824294412606
12.64,0.4524135262330095
12.66,0.4381533400219324
12.68,0.42216396275100737
12.700000000000001,0.4045084971874726
12.72,0.3852566213878946
12.74,0.36448431371070716
12.76,0.34227355296434464
12.780000000000001,0.318711994874344
12.8,0.29389262614623723
12.82,0.2679133974894976
12.84,0.24087683705085863
12.86,0.21288964578253913
12.88,0.18406227634233707
12.9,0.15450849718747361
12.92,0.12434494358242919
12.94,0.09369065729286256
12.96,0.0626666167821508
12.98,0.031395259764657305
13.0,-9.803364199544708e-16
13.02,-0.031395259764655715
13.040000000000001,-0.06266661678215274
13.06,-0.09369065729286101
13.08,-0.12434494358242765
13.1,-0.15450849718747212
13.120000000000001,-0.1840622763423389
13.14,-0.2128896457825377
13.16,-0.24087683705085725
13.18,-0.2679133974894963
13.200000000000001,-0.2938926261462359
13.22,-0.3187119948743455
13.24,-0.3422735529643435
13.26,-0.36448431371070605
13.280000000000001,-0.3852566213878959
13.3,-0.4045084971874737
13.32,-0.42216396275100654
13.34,-0.4381533400219317
13.36,-0.4524135262330088
13.38,-0.46488824294412545
13.4,-0.4755282581475771
13.42,-0.4842915805643153
13.44,-0.4911436253643438
13.46,-0.4960573506572392
13.48,-0.4990133642141358
13.5,-0.5
13.52,-0.4990133642141358
13.540000000000001,-0.4960573506572387
13.56,-0.4911436253643444
13.58,-0.48429158056431615
13.6,-0.47552825814757704
13.620000000000001,-0.4648882429441254
13.64,-0.4524135262330103
13.66,-0.43815334002193157
13.68,-0.42216396275100837
13.700000000000001,-0.40450849718747367
13.72,-0.38525662138789357
13.74,-0.364484313710706
13.76,-0.342273552964346
13.780000000000001,-0.3187119948743454
13.8,-0.2938926261462358
13.82,-0.26791339748949916
13.84,-0.24087683705085713
13.86,-0.21288964578253758
13.88,-0.1840622763423388
13.9,-0.15450849718747536
13.92,-0.12434494358242754
13.94,-0.09369065729286438
13.96,-0.06266661678215261
13.98,-0.03139525976465559
14.0,-8.572527594031472e-16
14.02,0.031395259764653884
14.040000000000001,0.06266661678215445
14.06,0.09369065729286269
14.08,0.12434494358242587
14.1,0.15450849718747373
14.120000000000001,0.1840622763423405
14.14,0.21288964578253602
14.16,0.24087683705085564
14.18,0.2679133974894977
14.200000000000001,0.2938926261462373
14.22,0.31871199487434404
14.24,0.34227355296434475
14.26,0.3644843137107048
14.280000000000001,0.38525662138789474
14.3,0.4045084971874748
14.32,0.4221639627510074
14.34,0.4381533400219308
14.36,0.45241352623300957
14.38,0.4648882429441261
14.4,0.4755282581475765
14.42,0.48429158056431576
14.44,0.4911436253643441
14.46,0.49605735065723894
14.48,0.49901336421413567
14.5,0.5
14.52,0.4990133642141359
14.540000000000001,0.49605735065723894
14.56,0.4911436253643441
14.58,0.48429158056431576
14.6,0.4755282581475776
14.620000000000001,0.4648882429441261
14.64,0.45241352623300957
14.66,0.43815334002193246
14.68,0.4221639627510074
14.700000000000001,0.40450849718747267
14.72,0.38525662138789474
14.74,0.3644843137107072
14.76,0.34227355296434475
14.780000000000001,0.31871199487434404
14.8,0.2938926261462373
14.82,0.2679133974894977
14.84,0.24087683705085874
14.86,0.21288964578253924
14.88,0.18406227634233718
14.9,0.15450849718747373
14.92,0.12434494358242931
14.94,0.09369065729286269
14.96,0.06266661678215092
14.98,0.03139525976465743
15.0,-3.6739403974420594e-16
15.02,0.031483183558233464
15.04,0.06301741917808333
15.059999999999999,0.0944763128547004
15.079999999999998,0.12573226887534786
15.099999999999998,0.1566570008828232
15.119999999999997,0.1871220550707553
15.139999999999997,0.2169993435050663
15.159999999999997,0.24616168547352388
15.179999999999996,0.27448335467990376
15.199999999999996,0.3018406300216232
15.219999999999995,0.32811234762027924
15.239999999999995,0.3531804517137584
15.259999999999994,0.37693054196739667
15.279999999999994,0.39925241472010015
15.299999999999994,0.420040595650242
15.319999999999993,0.43919486132576707
15.339999999999993,0.45662074709377415
15.359999999999992,0.472230038767165
15.379999999999992,0.4859412455802353
15.399999999999991,0.49768005191141285
15.419999999999991,0.5073797453100984
15.43999999999999,0.514981618415862
15.45999999999999,0.5204353424221166
15.47999999999999,0.5236993098130667
15.49999999999999,0.5247409441920091
15.519999999999989,0.5235369751210293
15.539999999999988,0.5200736760065657
15.559999999999988,0.5143470631920558
15.579999999999988,0.5063630545576319
15.599999999999987,0.49613758607729547
15.619999999999987,0.48369668494573553
15.639999999999986,0.46907649805953366
15.659999999999986,0.45232327482030016
15.679999999999986,0.433493303419831
15.699999999999985,0.41265279996884324
15.719999999999985,0.3898777500405598
15.739999999999984,0.3652537024176539
15.759999999999984,0.33887551505474256
15.779999999999983,0.3108470534980306
15.799999999999983,0.28128084223772126
15.819999999999983,0.2502976697064695
15.839999999999982,0.2180261478772984
15.859999999999982,0.18460222765593057
15.879999999999981,0.15016867150419522
15.89999999999998,0.11487448497197653
15.91999999999998,0.07887430905352652
15.93999999999998,0.04232777551890739
15.95999999999998,0.005398827601476005
15.979999999999979,-0.03174499135386868
15.999999999999979,-0.06893327846032758
16.01999999999998,-0.10599353804778722
16.039999999999978,-0.14275197138372933
16.059999999999977,-0.1790342859436051
16.079999999999977,-0.21466652064427155
16.099999999999977,-0.24947588329433024
16.119999999999976,-0.2832915963707411
16.139999999999976,-0.3159457471027274
16.159999999999975,-0.3472741377331477
16.179999999999975,-0.37711713173507755
16.199999999999974,-0.4053204916883513
16.219999999999974,-0.43173620446823213
16.239999999999974,-0.456223289366893
16.259999999999973,-0.478648584758954
16.279999999999973,-0.4988875089353968
16.299999999999972,-0.5168247907663844
